Item.number,Value,item,participant,oneWord,best
11, etwas%2C das auseinandergeht,8,21, etwas%2C das auseinandergeht,negative emotionale veränderung in einer Beziehung
11, Ungewissheit,8,3, Ungewissheit,negative emotionale veränderung in einer Beziehung
11, Die Person (Martin) vergleicht seine Beziehung mit einem Riss%2C da der Streit die Beziehung beschädigt hat.,8,33,beschädigt,negative emotionale veränderung in einer Beziehung
11, Bruch,8,43,bruch,negative emotionale veränderung in einer Beziehung
11, Bruch in der Beziehung,8,30,bruch,negative emotionale veränderung in einer Beziehung
11, bruchhafte Lockerung einer festen Verbindung,8,7,bruch,negative emotionale veränderung in einer Beziehung
11, emotionale Distanz,8,16,emotionaler distanz,negative emotionale veränderung in einer Beziehung
11,Einen Gefühlsbruch ,8,24,gefühlsbruch,negative emotionale veränderung in einer Beziehung
11, Klarheit,8,22,klarheit,negative emotionale veränderung in einer Beziehung
11,Knick in der Beziehung ,8,50,knick,negative emotionale veränderung in einer Beziehung
11,leere im kopf%2C ,8,11,leere im kopf,negative emotionale veränderung in einer Beziehung
11, b,8,5,na,negative emotionale veränderung in einer Beziehung
11, Ich weiß es nicht,8,12,na,negative emotionale veränderung in einer Beziehung
11, Ich weiß es nicht,8,13,na,negative emotionale veränderung in einer Beziehung
11, Ich weiß es nicht,8,31,na,negative emotionale veränderung in einer Beziehung
11, Ich weiß es nicht,8,49,na,negative emotionale veränderung in einer Beziehung
11, weis nicht,8,47,na,negative emotionale veränderung in einer Beziehung
11, weiß nicht,8,18,na,negative emotionale veränderung in einer Beziehung
11, Ein Moment%2C an dem etwas heftiges geschehen ist%2C sodass es anders weiter gehen muss.,8,28,negative veränderung,negative emotionale veränderung in einer Beziehung
11, Eine negative Veränderung,8,35,negative veränderung,negative emotionale veränderung in einer Beziehung
11,er hat sich es neu überdacht,8,41,neu überlegt,negative emotionale veränderung in einer Beziehung
11,er hat sich es neu überlegt,8,41,neu überlegt,negative emotionale veränderung in einer Beziehung
11,Situation%2C die nicht wieder gut werden kann,8,6,nicht weidergutwerden,negative emotionale veränderung in einer Beziehung
11, Ein Problem in einer Situation,8,34,problem,negative emotionale veränderung in einer Beziehung
11, problem in beziehung,8,29,problem,negative emotionale veränderung in einer Beziehung
11,Auseinandersetzung  ,8,23,problem,negative emotionale veränderung in einer Beziehung
11,Beziehungsproblem ,8,15,problem,negative emotionale veränderung in einer Beziehung
11, Rückschlag in der Beziehung,8,38,rückschlag,negative emotionale veränderung in einer Beziehung
11, schaden in der beziehung,8,14,schaden,negative emotionale veränderung in einer Beziehung
11, Schädigung der Bindung,8,37,schädigung,negative emotionale veränderung in einer Beziehung
11, Schmerz,8,17,schmerz,negative emotionale veränderung in einer Beziehung
11, schmerz,8,42,schmerz,negative emotionale veränderung in einer Beziehung
11, eine Schwachstelle in der Beziehung,8,36,schwachstelle,negative emotionale veränderung in einer Beziehung
11, Spaltendes Ereignis,8,26,spaltend,negative emotionale veränderung in einer Beziehung
11, Der Streit ist der Riss,8,10,streit,negative emotionale veränderung in einer Beziehung
11, heftiger Streit in einer Beziehung,8,8,streit,negative emotionale veränderung in einer Beziehung
11, heftiger Streit%2C der die beiden entzweit,8,19,streit,negative emotionale veränderung in einer Beziehung
11, Riss steht für den Streit/Auseinandersetzung,8,39,streit,negative emotionale veränderung in einer Beziehung
11, Streit in der Beziehung,8,27,streit,negative emotionale veränderung in einer Beziehung
11,Streit ,8,1,streit,negative emotionale veränderung in einer Beziehung
11, Trauer,8,48,trauer,negative emotionale veränderung in einer Beziehung
11, trennung,8,44,trennung,negative emotionale veränderung in einer Beziehung
11,emotionale trennung  ,8,25,trennung,negative emotionale veränderung in einer Beziehung
11, Trennungslinie,8,32,trennungslinie,negative emotionale veränderung in einer Beziehung
11, Riss steht für die traurige Klarheit.,8,9,truarige klarheiot,negative emotionale veränderung in einer Beziehung
11, Eine Ungewissheit%2C etwas ohne Erklärung,8,46,ungewissheit,negative emotionale veränderung in einer Beziehung
11, Trennung%2C Vertrauensbruch,8,40,vertrauensbruch,negative emotionale veränderung in einer Beziehung
12, stark%2C kämpferisch,9,42, stark%2C kämpferisch,agressive und starke person
12,  pflegel,9,20,agressiv,agressive und starke person
12, aggressiver Mensch%2C der sich anlegt,9,50,agressiv,agressive und starke person
12, aggressiver Raufbold,9,19,agressiv,agressive und starke person
12, agressiver typ,9,44,agressiv,agressive und starke person
12, Ein aggressiver Raufbold,9,35,agressiv,agressive und starke person
12,Gorilla können auch sehr aggressiv sein,9,10,agressiv,agressive und starke person
12, Anführer%2C laut und mit viel Kraft,9,7,"anfüher, laut",agressive und starke person
12, gefährlichen Menschen,9,40,gefährlich,agressive und starke person
12, gewalttätiger Mensch,9,41,gewalttätiger,agressive und starke person
12, grausam,9,25,grausam,agressive und starke person
12, Große agressive Person,9,12,grods afgressiv,agressive und starke person
12, Großer%2C aggresiver Mann,9,48,grods afgressiv,agressive und starke person
12, großer%2C aggressiver Mensch,9,8,grods afgressiv,agressive und starke person
12, großer%2C aggressiver Mensch,9,30,grods afgressiv,agressive und starke person
12, großer%2C aggressiver Raufbold,9,1,grods afgressiv,agressive und starke person
12, großer%2C aggressiver Raufbold,9,14,grods afgressiv,agressive und starke person
12, Jemand sehr aggressives,9,46,grods afgressiv,agressive und starke person
12, Der Raufbold wird als Gorilla verglichen%2C da er groß und muskulös ist.,9,33,groß,agressive und starke person
12, Jemand groß und starkes,9,24,gross stark,agressive und starke person
12, jemand Großes und Starkes,9,6,gross stark,agressive und starke person
12, Jemand großes und starkes,9,34,gross stark,agressive und starke person
12, groß%2C aggressiver Mensch,9,39,"gross, agressiv",agressive und starke person
12, kräftige Person,9,18,kräftig,agressive und starke person
12, Kräftiger Mann,9,45,kräftig,agressive und starke person
12, starkes Tier,9,16,literal,agressive und starke person
12, ein mensch der sehr muskulös ist,9,29,muskulös,agressive und starke person
12, c,9,5,na,agressive und starke person
12, Gorilla steht für den aggressiven Raufbold,9,9,na,agressive und starke person
12, große%2C aggressive Person,9,36,na,agressive und starke person
12, große%2C agressive Person,9,49,na,agressive und starke person
12, großer Raufbold,9,27,na,agressive und starke person
12, großer%2C aggresiver Mann,9,17,na,agressive und starke person
12, Ich weiß es nicht,9,4,na,agressive und starke person
12, Ich weiß es nicht,9,13,na,agressive und starke person
12, Raufbold,9,22,na,agressive und starke person
12, weis nicht,9,47,na,agressive und starke person
12,aggressiver Raufbold ,9,23,na,agressive und starke person
12, Eine Person%2C die man nicht bändigen kann,9,28,nicht zu bändigen,agressive und starke person
12, starker Mann,9,38,stark,agressive und starke person
12, starker%2C aggressiver bulliger mensch,9,11,stark,agressive und starke person
12,Starker Affe ,9,32,stark,agressive und starke person
12, stark%2C kräftig%2C bedrohlicher Mensch,9,43,"stark, bedrohlich",agressive und starke person
12,jemand großes%2C starkes und muskulöses,9,21,"stark, muskulös",agressive und starke person
12,Einen starken%2C wilden Mann ,9,15,"stark, wil",agressive und starke person
12, eine starke%2C sich wehrende Person ,9,37,starke person,agressive und starke person
12, Unberechenbar und stark,9,2,unberechenbar,agressive und starke person
12, Unruhestifter,9,31,unruhestifter,agressive und starke person
12, Besonders starkes Wesen%2C mit wenig Impulskontrolle oder Intelligenz,9,26,wening impulskontrolle,agressive und starke person
12, Mensch%2C der ungestüm und wild ist,9,3,wild,agressive und starke person
13,aggresiv%2C rücksichtslos ,10,48,aagressiv,agressive und gierige Person
13,  Aggresivität,10,20,agressiv,agressive und gierige Person
13, aggresiver Hausbesitzer,10,17,agressiv,agressive und gierige Person
13, aggressive Person,10,14,agressiv,agressive und gierige Person
13, aggressiver Hausbesitzer,10,19,agressiv,agressive und gierige Person
13, aggressiver Hausbesitzer,10,39,agressiv,agressive und gierige Person
13, aggressiver mensch,10,11,agressiv,agressive und gierige Person
13, aggressiver Person%2C welche sich etwas unter den Nagel reisen will,10,36,agressiv,agressive und gierige Person
13, agressiver Hausbesitzer,10,1,agressiv,agressive und gierige Person
13, Der Hausbesitzer wird als Hai verglichen%2C da er aggressiv ist.,10,33,agressiv,agressive und gierige Person
13, Der Immobilienverwalter ist der Hai,10,10,agressiv,agressive und gierige Person
13, Eine aggressive Person,10,24,agressiv,agressive und gierige Person
13, Eine aggressive person.,10,12,agressiv,agressive und gierige Person
13, Eine sehr aggressive Persönlichkeit,10,46,agressiv,agressive und gierige Person
13, Person die rücksichtslos und aggressiv auf ihren Vorteil bedacht ist,10,26,agressiv,agressive und gierige Person
13,aggressiver Hausbesitzer ,10,15,agressiv,agressive und gierige Person
13, Bedrohung mit größerer Macht,10,18,bedrohlich,agressive und gierige Person
13,Blutrünstiger Mensch ,10,45,blutrünstig,agressive und gierige Person
13, ein böser mensch,10,44,böse,agressive und gierige Person
13, Ein Großkonzern mit negativen Absichten,10,28,böse,agressive und gierige Person
13, aggressiver%2C eigennütziger Mensch,10,30,eigennützig,agressive und gierige Person
13, Jemand mit viel Einfluss,10,35,einflussreich,agressive und gierige Person
13, gefährlich%2C ohne Gefühle,10,42,gefährlich,agressive und gierige Person
13,gefährliches Raubtier,10,16,gefährlich,agressive und gierige Person
13, einen gefährlichen bösen Menschen,10,40,"gefährlich, böse",agressive und gierige Person
13, Jemand Gewissensloses%2C der anderen ohne Gewissen schadet,10,6,gewissenslos,agressive und gierige Person
13, Geldgeiler Markler,10,27,gierig,agressive und gierige Person
13, gierige und egoistische Person,10,49,gierig,agressive und gierige Person
13, jemand dem es nur ums Geld geht,10,34,gierig,agressive und gierige Person
13, jemand der nur aufs geld aus ist,10,29,gierig,agressive und gierige Person
13, Mensch%2C der immer mehr will und nichts von seinem Fang abgibt,10,3,gierig,agressive und gierige Person
13, Mensch%2C der seinen Profit an erster Stelle sieht,10,38,gierig,agressive und gierige Person
13, nur auf Geld aus ,10,43,gierig,agressive und gierige Person
13, Figur aus dem Hinterhalt,10,21,hinterhältig,agressive und gierige Person
13, gefährlicher Großfisch,10,32,literal,agressive und gierige Person
13, mächtiger%2C aggressiver Mensch,10,50,mächtig,agressive und gierige Person
13, Mandant,10,41,mandant,agressive und gierige Person
13, Mann,10,22,mann,agressive und gierige Person
13, Baukonzern,10,4,na,agressive und gierige Person
13, Dies ist der Immobilienverwalter.,10,13,na,agressive und gierige Person
13, Hai steht für Immobilienhai.,10,9,na,agressive und gierige Person
13, ich weiß es nicht ,10,25,na,agressive und gierige Person
13, Immobilienverwalter,10,8,na,agressive und gierige Person
13, r,10,5,na,agressive und gierige Person
13, weis nicht,10,47,na,agressive und gierige Person
13,Ich weiß es nicht,10,31,na,agressive und gierige Person
13,Immobilienverwalter ,10,23,na,agressive und gierige Person
13, Raubtierkapitalist ohne Rücksicht,10,37,rücksichtlos,agressive und gierige Person
13,Sein recht ohne Rücksicht durchsetzen,10,2,rücksichtlos,agressive und gierige Person
13, Existenz vernichtend,10,7,vernichtend,agressive und gierige Person
14, alte Greisin,11,1,alt ,sehr langsame person
14, ältere Dame,11,41,alt ,sehr langsame person
14,alte weise person ,11,11,alt ,sehr langsame person
14, alte%2C unglaublich langsame Greisin,11,19,alt langsma,sehr langsame person
14, jemand der alt und langsam ist,11,40,alt und langsam,sehr langsame person
14, alte Frau%2C die langsam läuft,11,48,"alt, langsam",sehr langsame person
14, Ausbremsendes Hindernis,11,7,hindernis,sehr langsame person
14, Die Person (Tobias) vergleicht die Greisin mit einer Schildkröte%2C da sie sehr langsam läuft.,11,33,langsam,sehr langsame person
14, Eine alte langsame Frau,11,34,langsam,sehr langsame person
14, Eine langsame Person,11,28,langsam,sehr langsame person
14, Jemand sehr Langsames,11,6,langsam,sehr langsame person
14, Jemand%2C der langsam ist,11,46,langsam,sehr langsame person
14, Jemand%2C der sich langsam bewegt,11,35,langsam,sehr langsame person
14, Langsam,11,20,langsam,sehr langsame person
14, langsam und alt,11,14,langsam,sehr langsame person
14, Langsam und träge,11,45,langsam,sehr langsame person
14, langsame Frau,11,27,langsam,sehr langsame person
14, langsame Frau,11,38,langsam,sehr langsame person
14, langsame Frau vor ihm,11,17,langsam,sehr langsame person
14, langsame Greisin,11,15,langsam,sehr langsame person
14, langsame Oma,11,36,langsam,sehr langsame person
14, langsame Person,11,18,langsam,sehr langsame person
14, langsame Person,11,49,langsam,sehr langsame person
14, langsamer Geselle,11,4,langsam,sehr langsame person
14, langsamer mensch,11,3,langsam,sehr langsame person
14, langsamer mensch,11,44,langsam,sehr langsame person
14, langsamer Mensch,11,50,langsam,sehr langsame person
14, Langsamer oder alter Mensch,11,2,langsam,sehr langsame person
14, langsamer%2C behäbiger Mensch,11,30,langsam,sehr langsame person
14, langsames Auto,11,8,langsam,sehr langsame person
14, langsames Tier,11,16,langsam,sehr langsame person
14, sehr langsam,11,42,langsam,sehr langsame person
14, unglaublich langsame Greisin,11,39,langsam,sehr langsame person
14,alte Greisin ,11,23,langsam,sehr langsame person
14,Jemand langsames ,11,24,langsam,sehr langsame person
14,langsam ,11,31,langsam,sehr langsame person
14,langsam gehend%2C unbeweglich ,11,37,langsam,sehr langsame person
14,langsamkeit ,11,25,langsam,sehr langsame person
14,nicht schnell unterwegs,11,43,langsam,sehr langsame person
14, ein mensch der sehr langsam läuft,11,29,langsam ,sehr langsame person
14, Altes und langsames Wesen,11,26,literal,sehr langsame person
14, langsames%2C altes Tier,11,21,literal,sehr langsame person
14, Die Greisin ist die Schildkröte,11,10,na,sehr langsame person
14, Die Schildkröte ist die alte Greisin.,11,9,na,sehr langsame person
14, Greisin,11,22,na,sehr langsame person
14, Ich weiß es nicht,11,13,na,sehr langsame person
14, s,11,5,na,sehr langsame person
14, sehr altes Lebewesen,11,32,na,sehr langsame person
14, weis nicht,11,47,na,sehr langsame person
14, Eine sehr langsame Person,11,12,sehr langsam,sehr langsame person
15, etwas agressives ,12,44,agressiv,"cholerische, unberechenbare person"
15, Person%2C die gerne und plötzlich explodiert: Choleriker,12,28,choleriker,"cholerische, unberechenbare person"
15, Choleriker,12,11,cholerisch,"cholerische, unberechenbare person"
15, cholerischer Mensch,12,3,cholerisch,"cholerische, unberechenbare person"
15, Eine schnell reizbare Person,12,12,cholerisch,"cholerische, unberechenbare person"
15, jemand der schnell in die luft geht,12,29,cholerisch,"cholerische, unberechenbare person"
15,cholerischer Mensch,12,16,cholerisch,"cholerische, unberechenbare person"
15, emotionaler Mensch,12,4,emotionaler mensch,"cholerische, unberechenbare person"
15, leidenschaftlicher%2C aber gereizter Kollege,12,19,gereizt,"cholerische, unberechenbare person"
15, Vulkan entspricht das gereizte Verhalten des Kollegen.,12,9,gereizt,"cholerische, unberechenbare person"
15, Vulkan entspricht das gereizte Verhalten des Kollegne.,12,9,gereizt,"cholerische, unberechenbare person"
15, hitziger%2C gereizter Mensch,12,38,hitziger mensch,"cholerische, unberechenbare person"
15, Hitzkopf,12,2,hitzkopf,"cholerische, unberechenbare person"
15, impulisiver Kollege,12,15,impulsiv,"cholerische, unberechenbare person"
15, könnte jeden moment ausbrechen,12,14,"impulsiv, unbereechenbar","cholerische, unberechenbare person"
15, lautender Mensch%2C Mensch mit lautem Organ,12,41,laut,"cholerische, unberechenbare person"
15, laut und leidenschaftlich,12,48,laut und leidenschaftlich,"cholerische, unberechenbare person"
15, leicht reizbar%2C leidenschaftlich,12,37,leicht reizbar,"cholerische, unberechenbare person"
15, leicht reizbare Person,12,36,leicht reizbar,"cholerische, unberechenbare person"
15, leicht reizbar,12,42,leicht zeirbar,"cholerische, unberechenbare person"
15, etwas das brodelt und jederzeit ausbrechen kann,12,21,literal,"cholerische, unberechenbare person"
15, feuerspuckender Berg,12,32,literal,"cholerische, unberechenbare person"
15, Ich weiß es nicht,12,34,na,"cholerische, unberechenbare person"
15, Kollege%2C der laut argumentiert,12,1,na,"cholerische, unberechenbare person"
15, weis nicht,12,47,na,"cholerische, unberechenbare person"
15, Weiß ich nicht,12,10,na,"cholerische, unberechenbare person"
15,Freunde  ,12,23,na,"cholerische, unberechenbare person"
15,Kollege ,12,22,na,"cholerische, unberechenbare person"
15,Verstehe ich nicht,12,43,na,"cholerische, unberechenbare person"
15, Der nervige Kollege,12,13,nervig,"cholerische, unberechenbare person"
15, schnell gereizter Kollege,12,39,schenll gereizt,"cholerische, unberechenbare person"
15,Mensch%2C der schnell in Rage ist ,12,50,schenll in rage,"cholerische, unberechenbare person"
15, schnell ausbrechender Mensch,12,27,schnell ausbrechend,"cholerische, unberechenbare person"
15, Jemand%2C der schnell gereizt ist,12,46,schnell gereizt,"cholerische, unberechenbare person"
15,Der Kollege wird als Vulkan verglichen%2C da er sehr schnell reizbar ist.,12,33,schnell gereizt,"cholerische, unberechenbare person"
15,der%2C schnell gereizter Kollege,12,17,schnell gereizt,"cholerische, unberechenbare person"
15,schnell gereizter Mensch,12,8,schnell gereizt,"cholerische, unberechenbare person"
15, Jemand%2C der schnell laut wird,12,6,schnell laut wird,"cholerische, unberechenbare person"
15, jemand der schnell wütend wird,12,40,schnell wütend,"cholerische, unberechenbare person"
15, Jemand%2C der schnell aus dem Nichts sauer wird,12,35,schnell wütend,"cholerische, unberechenbare person"
15, schnell ausfallend werdende Person,12,49,schnell wütend,"cholerische, unberechenbare person"
15, schnell wütender Mensch,12,30,schnell wütend,"cholerische, unberechenbare person"
15,Eine Person die schnell wütend werden kann ,12,24,schnell wütend,"cholerische, unberechenbare person"
15, Schwache Nerven,12,20,schwache nerven,"cholerische, unberechenbare person"
15, akuter ausbruch starker gefühle,12,25,starke gefühle,"cholerische, unberechenbare person"
15, temperamentvoll,12,18,temperamentvoll,"cholerische, unberechenbare person"
15, Person mit unvorhersehbaren Wutausbrüchen,12,26,"unberechenabr, wutauscbrüche","cholerische, unberechenbare person"
15,unberechenbar ,12,31,unberechenbar,"cholerische, unberechenbare person"
15, Unvorhersehbar überlaufend,12,7,unvorhersehbar,"cholerische, unberechenbare person"
15, wut,12,5,wut,"cholerische, unberechenbare person"
15, Jemand mit einer kurzen Wutschnur,12,45,wütend,"cholerische, unberechenbare person"
16, an die Umgebung anpassend,13,14, anpassungsfähiger Mensch,
16, anpassungsfähiger Mensch,13,8, anpassungsfähiger Mensch,
16, anpassungsfähiges Tier,13,4, anpassungsfähiger Mensch,
16, anpassungsfähiges Tier,13,16, anpassungsfähiger Mensch,
16, Anpassungsfähigkeit,13,18, anpassungsfähiger Mensch,
16, Eine Person%2C die sich immer anpasst.,13,28, anpassungsfähiger Mensch,
16, etwas was sich ändert/anpasst,13,44, anpassungsfähiger Mensch,
16, jemand der sich an jede lage anpasst,13,27, anpassungsfähiger Mensch,
16, jemand der sich anpasst,13,34, anpassungsfähiger Mensch,
16, jemand der sich immer anpassen kann,13,29, anpassungsfähiger Mensch,
16, wandelbar,13,49, wandelbar, charakterlich wandlungsfähiger Mensch
16, wandelbare. anpassungsfähige Person,13,37, wandelbar, charakterlich wandlungsfähiger Mensch
16, wandelbares Tier,13,21, wandelbar, charakterlich wandlungsfähiger Mensch
16, Wandelbares%2C sich an Gegebenheiten anpassendes%2C schwer sichtbares Wesen,13,26, wandelbar, charakterlich wandlungsfähiger Mensch
16,Eine Person%2C die wechselhaften von den Zügen ist,13,35, wandelbar, charakterlich wandlungsfähiger Mensch
16,Partner%2C der sich anderen anpasst ,13,15, wandelbar, charakterlich wandlungsfähiger Mensch
16,wechselnd%2C nicht beständig ,13,43, wandelbar, charakterlich wandlungsfähiger Mensch
16, Immer anderes gesicht,13,20,andere gesichter, charakterlich wandlungsfähiger Mensch
16, Person%2C die ihre Meinung ständig ändert,13,3,änert meinung, charakterlich wandlungsfähiger Mensch
16, Jemand%2C der sich an äußere Umstände anpasst,13,46,anpassungsfähig, charakterlich wandlungsfähiger Mensch
16, Mensch%2C der sich an Umgebung anpasst,13,50,anpassungsfähig, charakterlich wandlungsfähiger Mensch
16, Person%2C die sich an alles anpasst,13,19,anpassungsfähig, charakterlich wandlungsfähiger Mensch
16, sich immer anpassende Person,13,36,anpassungsfähig, charakterlich wandlungsfähiger Mensch
16,Anpassung,13,2,anpassungsfähig, charakterlich wandlungsfähiger Mensch
16, Betrüger,13,11,betrüger, charakterlich wandlungsfähiger Mensch
16, Jemand der sein Aussehen wechseln kann,13,45,literal, charakterlich wandlungsfähiger Mensch
16, wechselfarbiges Tier,13,32,literal, charakterlich wandlungsfähiger Mensch
16, der Freund%2C mit mehreren Gesichtern,13,17,mehrere gesichter, charakterlich wandlungsfähiger Mensch
16, Person mit mehreren gESICHTERN,13,41,mehrere gesichter, charakterlich wandlungsfähiger Mensch
16, Mysteriöse,13,22,myteriös, charakterlich wandlungsfähiger Mensch
16, b,13,5,na, charakterlich wandlungsfähiger Mensch
16, Der Partner ist das Chamäleon,13,10,na, charakterlich wandlungsfähiger Mensch
16, Die Person (Maria) vergleicht ihren Freund mit einem Chamäleon%2C da er sich immer den anderen anpasst.,13,33,na, charakterlich wandlungsfähiger Mensch
16, Freund,13,23,na, charakterlich wandlungsfähiger Mensch
16, ich weiß es nicht,13,9,na, charakterlich wandlungsfähiger Mensch
16, ich weiß es nicht ,13,25,na, charakterlich wandlungsfähiger Mensch
16, Ihr Partner,13,13,na, charakterlich wandlungsfähiger Mensch
16, jemanden der seine Meinung ständig ändert,13,40,na, charakterlich wandlungsfähiger Mensch
16, weis nicht,13,47,na, charakterlich wandlungsfähiger Mensch
16,Partner,13,1,na, charakterlich wandlungsfähiger Mensch
16,unsichtbar ,13,48,na, charakterlich wandlungsfähiger Mensch
16, Eine Person die ihre Persönlichkeit ändert,13,12,persönlichkeit ändert, charakterlich wandlungsfähiger Mensch
16, Jemand%2C der schwer einzuschätzen ist und viele Seiten hat,13,6,schwer einzuscähtzen, charakterlich wandlungsfähiger Mensch
16, Überangepasst%2C ängstlich,13,7,überangepasst, charakterlich wandlungsfähiger Mensch
16, jemand wandelbares/anpassungsfähig,13,42,wandelbare person, charakterlich wandlungsfähiger Mensch
16, Jemand wandlungsfähiges,13,24,wandelbare person, charakterlich wandlungsfähiger Mensch
16, passt sich seiner Umgebung an,13,31,wandelbare person, charakterlich wandlungsfähiger Mensch
16, sehr wandelbarer Mensch,13,30,wandelbare person, charakterlich wandlungsfähiger Mensch
16, charakterlich wandlungsfähiger Mensch,13,38,wandlungsfähiger character, charakterlich wandlungsfähiger Mensch
16, ständig wechselnde Einstellungen,13,39,wechselnde einstellungen, charakterlich wandlungsfähiger Mensch
17,Ein ausdauernder Kämpfer,14,35,ausdauerdn,"starker, mutiger Mensch"
17, berühmter Mensch,14,8,berühmter mensch,"starker, mutiger Mensch"
17,edelmütig aber stark ,14,39,"edelmütig, stark","starker, mutiger Mensch"
17, einen gefährlichen Gegner,14,40,gefährlich,"starker, mutiger Mensch"
17, harter gegner,14,20,hart,"starker, mutiger Mensch"
17, König der Boxer,14,27,könig,"starker, mutiger Mensch"
17, gefährliches Tier,14,16,literal,"starker, mutiger Mensch"
17, König der Tiere,14,32,literal,"starker, mutiger Mensch"
17, Mächtiger Gegner,14,14,mächtig,"starker, mutiger Mensch"
17,Mächtiger%2C starker Gegner,14,7,mächtig,"starker, mutiger Mensch"
17, mächtiger.starker Gegner,14,37,"mächtig, stark","starker, mutiger Mensch"
17, mutig%2C stark,14,42,"mutig, stark","starker, mutiger Mensch"
17, berühmter%2C edelmütiger Boxer,14,15,na,"starker, mutiger Mensch"
17, berühmter%2C edelmütiger Boxer,14,19,na,"starker, mutiger Mensch"
17, berühmter%2C edelmütiger Boxer,14,36,na,"starker, mutiger Mensch"
17, Boxer,14,1,na,"starker, mutiger Mensch"
17, Boxer,14,22,na,"starker, mutiger Mensch"
17, der edelmütige Boxer,14,34,na,"starker, mutiger Mensch"
17, gegner,14,44,na,"starker, mutiger Mensch"
17, Ich weiß es nicht,14,13,na,"starker, mutiger Mensch"
17, t  ,14,5,na,"starker, mutiger Mensch"
17, weis nicht,14,47,na,"starker, mutiger Mensch"
17,Boxer ,14,23,na,"starker, mutiger Mensch"
17,Favorit,14,2,na,"starker, mutiger Mensch"
17, Nobler und starker Kämpfer,14,26,nobler stark,"starker, mutiger Mensch"
17, stolzer%2C ehrbarer Mensch,14,43,"sotolz, ehrbarer","starker, mutiger Mensch"
17, Der Löwe ist sein Gegner%2C weil er sehr starkis,14,10,stark,"starker, mutiger Mensch"
17, Die Person (Florian) vergleicht den Boxer als einen Löwen%2C da er stark ist.,14,33,stark,"starker, mutiger Mensch"
17, Jemand sehr Starkes%2C Gutes,14,6,stark,"starker, mutiger Mensch"
17, jemand starkes,14,29,stark,"starker, mutiger Mensch"
17, Jemand%2C der sehr stark ist,14,46,stark,"starker, mutiger Mensch"
17, körperlich Starker Mensch,14,28,stark,"starker, mutiger Mensch"
17, stark,14,25,stark,"starker, mutiger Mensch"
17, starker Gegner,14,4,stark,"starker, mutiger Mensch"
17, Starker Gegner,14,17,stark,"starker, mutiger Mensch"
17, starker Gegner,14,18,stark,"starker, mutiger Mensch"
17, starker Gegner,14,31,stark,"starker, mutiger Mensch"
17, starker Gegner,14,38,stark,"starker, mutiger Mensch"
17, starker Mensch,14,11,stark,"starker, mutiger Mensch"
17, starker Mensch,14,41,stark,"starker, mutiger Mensch"
17, starker%2C kämpfender Mann,14,21,stark,"starker, mutiger Mensch"
17,Einen starken Gegner,14,24,stark,"starker, mutiger Mensch"
17, stark und gefährlich,14,49,"stark, gefährlich","starker, mutiger Mensch"
17, sehr starker%2C mutiger Gegner,14,3,"stark, mutig","starker, mutiger Mensch"
17, Berüchtigter%2C starker Mann,14,50,starker mann,"starker, mutiger Mensch"
17, berühmter und starker Mensch,14,30,starker mensch,"starker, mutiger Mensch"
17, Löwen steht für den tapferen Gegner.,14,9,tapfer,"starker, mutiger Mensch"
17, tapferer Kämpfer,14,45,tapfer,"starker, mutiger Mensch"
17,Eine Tapfere Person ,14,12,tapfer,"starker, mutiger Mensch"
17, stark%2C unbesiegbar,14,48,unbesiegbar,"starker, mutiger Mensch"
18,  chaos,15,20,chaos,"Ort, mit chaotischen Zuständen"
18, Chaos,15,18,chaos,"Ort, mit chaotischen Zuständen"
18, Chaos,15,35,chaos,"Ort, mit chaotischen Zuständen"
18, Chaos,15,42,chaos,"Ort, mit chaotischen Zuständen"
18, chaos und Chaoten und clowns,15,11,chaos,"Ort, mit chaotischen Zuständen"
18, Chaos und Unordnung,15,30,chaos,"Ort, mit chaotischen Zuständen"
18, chaotische Klasse,15,1,chaos,"Ort, mit chaotischen Zuständen"
18, chaotische Schule,15,15,chaos,"Ort, mit chaotischen Zuständen"
18, chaotische Schulkinder,15,19,chaos,"Ort, mit chaotischen Zuständen"
18, Ort voller Chaos ,15,38,chaos,"Ort, mit chaotischen Zuständen"
18, cahotisches Durcheinander,15,49,chaotisch,"Ort, mit chaotischen Zuständen"
18, Chaotische Verhältnisse ,15,45,chaotische verhältnisse,"Ort, mit chaotischen Zuständen"
18, chaotische Zustände in der Schule,15,39,chaotische verhältnisse,"Ort, mit chaotischen Zuständen"
18, Die Person (Beate) vergleicht die Schule mit einem Zirkus%2C da es dort sehr chaotisch zugeht.,15,33,chaotische verhältnisse,"Ort, mit chaotischen Zuständen"
18, EIn Chaos meist mit Kindern,15,28,chaotische verhältnisse,"Ort, mit chaotischen Zuständen"
18, ein Ort an dem es hektisch und chaotisch zugeht,15,34,chaotische verhältnisse,"Ort, mit chaotischen Zuständen"
18, Eine Chaotische gemeinde,15,12,chaotische verhältnisse,"Ort, mit chaotischen Zuständen"
18, eine chaotische Menschenmenge,15,40,chaotische verhältnisse,"Ort, mit chaotischen Zuständen"
18, Gruppe von Personen%2C die chaotisch und ausschweifend agieren,15,26,chaotische verhältnisse,"Ort, mit chaotischen Zuständen"
18, katastrophaler Ablauf in der Schule,15,6,chaotische verhältnisse,"Ort, mit chaotischen Zuständen"
18,chaotischer Ort,15,36,chaotische verhältnisse,"Ort, mit chaotischen Zuständen"
